"objid","gefaess_id","bemerkung","gefaesstyp","auspraegung_1","auspraegung_2","auspraegung_3","auspraegung_4","auspraegung_5","dimension","ort","region","saison","gefaesstyp_txt","auspraegung_1_txt","auspraegung_2_txt","auspraegung_3_txt","auspraegung_4_txt","auspraegung_5_txt","region_txt","saison_txt","dimension_txt","geometry"
"3060","3613","","4","17","8","1","1","1","2","Park Haus zur Farbe / Gustav Amann","0","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2682641 1251770.8)"
"3061","3614","","4","17","8","1","1","1","2","Park Haus zur Farbe / Gustav Amann","0","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2682638.2 1251737.2)"
"3062","3615","","4","17","8","1","1","1","2","Park Haus zur Farbe / Gustav Amann","0","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2682663.2 1251746.4)"
"3063","3616","","4","17","8","1","1","1","2","Park Haus zur Farbe / Gustav Amann","0","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2682696.8 1251750.9)"
"3064","3693","","4","17","8","1","1","1","2","VBZ Singlistrasse","0","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2679560.8 1251064.9)"
"3065","3694","","4","17","8","1","1","1","2","VBZ Singlistrasse","0","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2679562.2 1251042)"
"3066","3695","","4","17","9","1","1","1","2","Michelstrasse / Ruggernweg","0","0","Zuerikuebel","andere","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2679698.8 1251322.1)"
"3067","3696","","5","8","12","1","1","1","4","VBZ Friedhof Hönggerberg","0","0","Abfallhai","Ascher","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2679688.5 1251384.9)"
"3068","3697","","5","8","12","1","1","1","4","VBZ Friedhof Hönggerberg","0","0","Abfallhai","Ascher","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2679679.5 1251381.6)"
"3069","3698","","3","3","1","1","1","1","0","Kappenbühlstrasse","0","0","Dispenser","Block","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","unbekannt","POINT (2679634.8 1251514.2)"
"3070","3699","","4","17","9","1","1","1","2","Hungerbergstrasse","0","0","Zuerikuebel","andere","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2679584.8 1251580.2)"
"3071","7265","","4","17","8","1","1","1","0","Grundstrasse 20","2","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","unbekannt","POINT (2680046 1248781.4)"
"3072","7266","","4","17","9","1","1","1","0","Berneggweg/Haldenstrasse","2","0","Zuerikuebel","andere","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","unbekannt","POINT (2681374 1246695.4)"
"3073","7267","","4","17","8","1","1","1","2","Sihlhölzli Planschbecken","2","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L70","POINT (2681975 1246726.5)"
"3074","7268","","4","17","8","1","1","1","2","Sihlhölzli Planschbecken","2","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L70","POINT (2681955.8 1246707.1)"
"3075","3704","","4","17","9","3","1","1","2","Riedhofstrasse 96","0","0","Zuerikuebel","andere","Dispenser_Dog","Block","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2679455.5 1251008.2)"
"3076","3705","","4","17","1","1","1","1","2","Riedhofstrasse / Imbisbüelweg","0","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2679257.8 1251089.4)"
"3077","3706","","4","17","9","3","1","1","2","Riedhofstrasse / Wildenweg","0","0","Zuerikuebel","andere","Dispenser_Dog","Block","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2679117.2 1251265.4)"
"3078","7269","","4","17","8","1","1","1","0","Döltschiweg","2","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","unbekannt","POINT (2680323.8 1246518.8)"
"3079","3709","","4","17","9","1","1","1","2","Riedhofstrasse 380","0","0","Zuerikuebel","andere","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2678612.5 1251521.2)"
"3080","3710","","4","17","8","1","1","1","2","VBZ Riedhofstrasse","0","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2678582.2 1251560.2)"
"3081","3711","","4","17","8","1","1","1","2","VBZ Riedhofstrasse","0","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2678545.5 1251507.5)"
"3082","3712","","4","17","1","1","1","1","2","Frankentalstrasse 81","0","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2678558.5 1251546.1)"
"3083","3713","","4","17","1","1","1","1","2","Imbisbühlstrasse / Riedhoferrain","0","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2678720.8 1251221)"
"3084","7270","","5","8","1","1","1","1","0","VBZ Strassenverkerhsamt","2","0","Abfallhai","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","unbekannt","POINT (2681049 1245351.5)"
"3085","3715","","4","17","1","1","1","1","2","Wildenweg","0","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2679013.5 1251127)"
"3086","3716","","4","17","1","1","1","1","2","Wildenweg","0","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2679078.5 1251250.6)"
"3087","7271","","4","17","9","1","1","1","2","Spulenweg (an der Sihl) / Spindelstrasse","1","0","Zuerikuebel","andere","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L70","POINT (2681507 1243743.5)"
"3088","3718","","5","8","12","1","1","1","4","VBZ Frankental","0","0","Abfallhai","Ascher","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2678723.2 1251048.1)"
"3089","3719","","5","8","12","1","1","1","4","VBZ Frankental","0","0","Abfallhai","Ascher","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2678732.2 1251031.5)"
"3090","3720","","4","17","1","1","1","1","2","VBZ Frankental","0","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2678709.2 1251039.5)"
"3091","3721","","4","17","1","1","1","1","2","VBZ Frankental","0","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2678697.5 1251054.2)"
"3092","3722","","5","8","12","1","1","1","4","VBZ Frankental","0","0","Abfallhai","Ascher","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2678679.8 1251042.1)"
"3093","7272","","5","1","1","1","1","1","4","Tièchestrasse 61","0","0","Abfallhai","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2682110.8 1250311.6)"
"3094","3724","","4","17","1","1","1","1","2","Limmattalstrasse","0","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2678523.2 1250968.1)"
"3095","3725","","4","17","1","1","1","1","2","Limmattalstrasse","0","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2678553.8 1250962)"
"3096","3726","","3","3","1","1","1","1","0","Bombachhalde","0","0","Dispenser","Block","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","unbekannt","POINT (2678616.5 1250986)"
"3097","3727","","4","17","9","1","1","1","2","Langfachweg","0","0","Zuerikuebel","andere","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2678613 1250922.8)"
"3098","3728","","5","8","12","1","1","1","2","VBZ Auzelg","0","0","Abfallhai","Ascher","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2685263.8 1252433)"
"3099","3729","","5","12","1","1","1","1","2","VBZ Auzelg","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2685316 1252433.9)"
"3100","3617","","4","17","8","1","1","1","2","Park Haus zur Farbe / Gustav Amann","0","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2682714.8 1251709.2)"
"3101","3618","","4","17","8","1","1","1","2","Park Haus zur Farbe / Gustav Amann","0","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2682700 1251719.8)"
"3102","4227","","5","8","1","1","1","1","4","MFO-Park","0","0","Abfallhai","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2683172.2 1251819.4)"
"3103","4228","","5","8","1","1","1","1","4","MFO-Park","0","0","Abfallhai","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2683184.8 1251811)"
"3104","4229","","3","1","1","1","1","1","0","MFO-Park","0","0","Dispenser","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","unbekannt","POINT (2683134.2 1251895.2)"
"3105","4246","","5","8","1","1","1","1","4","Werdinsel","0","0","Abfallhai","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2679025.8 1250503.1)"
"3106","2642","","5","8","1","1","1","1","4","Kloster-Fahr-Weg","0","0","Abfallhai","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2682281.8 1249345.4)"
"3107","3625","","5","8","1","1","1","1","4","MFO-Park","0","0","Abfallhai","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2683134.5 1251797.6)"
"3108","4244","","5","8","1","1","1","1","4","Kloster-Fahr-Weg","0","0","Abfallhai","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2682318.5 1249315.5)"
"3109","3627","","5","8","1","1","1","1","4","MFO-Park","0","0","Abfallhai","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2683116 1251828.5)"
"3110","3267","","5","8","1","1","1","1","4","Werdinsel","0","0","Abfallhai","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2679084 1250556.1)"
"3111","3629","","5","9","8","1","1","1","4","MFO-Park","0","0","Abfallhai","Dispenser_Dog","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2683101.8 1251853.6)"
"3112","4247","","5","8","1","1","1","1","4","Werdinsel","0","0","Abfallhai","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2679336.5 1250352.6)"
"3113","4248","","5","8","1","1","1","1","4","Werdinsel","0","0","Abfallhai","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2679358.5 1250372)"
"3114","3633","","4","17","9","1","1","1","2","Schützenhaus Waldrand","0","0","Zuerikuebel","andere","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2679895.2 1251541.4)"
"3115","3634","","4","17","8","1","1","1","2","VBZ Schützenhaus Höngg","0","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2679851.2 1251497.1)"
"3116","3635","","4","17","9","1","1","1","2","Kappenbühlstrasse","0","0","Zuerikuebel","andere","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2679735.8 1251468.1)"
"3117","3636","","5","8","12","1","1","1","4","VBZ Michelstrasse","0","0","Abfallhai","Ascher","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2679756.2 1251170.8)"
"3118","3637","","4","17","8","1","1","1","2","VBZ Wieslergasse","0","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2679817 1250915)"
"3119","3638","","4","17","8","1","1","1","2","VBZ Wieslergasse","0","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2679791.8 1250912.5)"
"3120","3639","","4","17","8","1","1","1","2","VBZ Wieslergasse","0","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2679818.8 1250886.1)"
"3121","3640","","4","17","1","1","1","1","2","Riedhofstrasse / Wildumweg","0","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2679730.2 1250879.8)"
"3122","3641","","4","17","9","1","1","1","2","Holbrigstrasse","0","0","Zuerikuebel","andere","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2679891 1250948.6)"
"3123","3642","","4","17","9","1","1","1","2","Kappeliholzstrasse","0","0","Zuerikuebel","andere","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2679993.5 1251373.6)"
"3124","3643","","4","17","1","1","1","1","2","Kappenbühlstrasse TVH","0","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2680002 1251211.4)"
"3125","3644","","2","3","1","1","1","1","0","Kappenbühlstrasse TVH","0","0","Bravo","Block","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","unbekannt","POINT (2680020.2 1251205)"
"3126","3645","","4","17","1","1","1","1","2","Kappenbühlstrasse","0","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2680095.5 1251142.1)"
"3127","3646","","4","17","9","1","1","1","2","Vogtsrain / Kappenbühlstrasse","0","0","Zuerikuebel","andere","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2680361.5 1251059.4)"
"3128","3647","","4","17","1","1","1","1","2","Gsteigstrasse","0","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2680422.5 1251013.9)"
"3129","3648","","4","17","9","1","1","1","2","Ferdinand-Hodler-Strasse","0","0","Zuerikuebel","andere","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2679920.8 1250988.1)"
"3130","3649","","4","17","8","1","1","1","2","VBZ Hönggerberg","0","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2680458.5 1251020.5)"
"3131","3650","","4","17","8","1","1","1","2","VBZ Hönggerberg","0","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2680470.8 1251007.5)"
"3132","3651","","4","17","8","1","1","1","2","VBZ Hönggerberg","0","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2680492.5 1251010.9)"
"3133","3652","","4","17","8","1","1","1","2","VBZ Hönggerberg","0","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2680516 1251012)"
"3134","3653","","4","17","9","3","1","1","2","Eichholzweg / Emil-Klöti-Strasse","0","0","Zuerikuebel","andere","Dispenser_Dog","Block","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2680623.2 1250859.1)"
"3135","3654","","4","17","9","3","1","1","2","Am Hönggerberg / Obere Bläsistrasse","0","0","Zuerikuebel","andere","Dispenser_Dog","Block","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2680505.5 1250903.8)"
"3136","3656","","3","3","1","1","1","1","0","Schauenbergstrasse","0","0","Dispenser","Block","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","unbekannt","POINT (2680557.5 1251854.8)"
"3137","3657","","4","17","9","3","1","1","2","Eichholzweg","0","0","Zuerikuebel","andere","Dispenser_Dog","Block","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2681142.5 1250930.8)"
"3138","3658","","4","17","1","1","1","1","2","Grillplatz Schafmatt","0","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2681115.5 1251233.8)"
"3139","3659","","4","17","1","1","1","1","2","Grillplatz Schafmatt","0","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2681093.2 1251233.5)"
"3140","3660","","4","17","1","1","1","1","2","Grillplatz Schafmatt","0","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2681028.8 1251300.5)"
"3141","3661","","4","17","1","1","1","1","2","Grillplatz Schafmatt","0","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2681008.5 1251332.1)"
"3142","3662","","4","17","8","1","1","1","2","VBZ Lerchenhalde","0","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2680816.2 1251767)"
"3143","3663","","5","12","1","1","1","1","4","VBZ Lerchenhalde","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2680850.2 1251742.8)"
"3144","3664","","4","17","8","1","1","1","2","VBZ Lerchenrain","0","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2680818.8 1252073.1)"
"3145","3665","","4","17","8","1","1","1","2","VBZ Lerchenrain","0","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2680816.8 1252010.6)"
"3146","3666","","5","8","9","12","1","1","4","VBZ Lerchenhalde","0","0","Abfallhai","Ascher","Dispenser_Dog","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2680840 1251791)"
"3147","3667","","0","3","1","1","1","1","0","Glaubtenstrasse 116","0","0","Robidog","Block","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","unbekannt","POINT (2680999.2 1251749.8)"
"3148","3668","","5","12","1","1","1","1","4","VBZ Schumacherweg","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2681155.8 1251812.2)"
"3149","3669","","5","12","1","1","1","1","4","VBZ Schumacherweg","0","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2681260 1251829.5)"
"3150","3670","","0","3","1","1","1","1","0","Glaubtenstrasse 27","0","0","Robidog","Block","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","unbekannt","POINT (2681376.2 1251856.5)"
"3151","3671","","4","17","9","1","1","1","2","Im Hagenbrünneli 25","0","0","Zuerikuebel","andere","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2681002.8 1252046.5)"
"3152","3672","","4","17","8","1","1","1","2","Im Hagenbrünneli","0","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2680997.5 1251962.1)"
"3153","3673","","4","17","1","1","1","1","2","Hauswiesenweg / Hurdäckerstrasse","0","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2678245.2 1252030.4)"
"3154","3674","","4","17","1","1","1","1","2","Rütihofstrasse","0","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2678218.5 1251897)"
"3155","3675","","3","3","1","1","1","1","0","Rütihofstrasse / Riedhofstrasse","0","0","Dispenser","Block","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","unbekannt","POINT (2678201.8 1251883.1)"
"3156","3676","","3","3","1","1","1","1","0","Rütihofstrasse / Giblenstrasse","0","0","Dispenser","Block","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","unbekannt","POINT (2678408.5 1251928.5)"
"3157","3677","","5","8","12","1","1","1","4","VBZ Rütihof","0","0","Abfallhai","Ascher","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2678400.8 1251955.8)"
"3158","3679","","4","17","8","1","1","1","2","VBZ Geeringstrasse","0","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2678603.8 1252032.1)"
"3159","3680","","4","17","9","1","1","1","2","Geeringstrasse / Geeringsteig","0","0","Zuerikuebel","andere","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2678259 1252080.4)"
"3160","3681","","5","8","12","1","1","1","4","VBZ Geeringstrasse","0","0","Abfallhai","Ascher","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2678645 1252030.8)"
"3161","3682","","4","17","8","1","1","1","2","VBZ Heizenholz","0","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2678874.2 1251805.9)"
"3162","3683","","4","17","8","1","1","1","2","VBZ Heizenholz","0","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2678889.2 1251819)"
"3163","3684","","4","17","8","1","1","1","2","VBZ Heizenholz","0","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2678891 1251773.6)"
"3164","3685","","4","17","9","1","1","1","2","Alte Regensdorferstrasse","0","0","Zuerikuebel","andere","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2679039.2 1251743.8)"
"3165","3686","","4","17","9","1","1","1","2","Reinhold-Frei-Strasse / Giblenstrasse","0","0","Zuerikuebel","andere","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2678946.5 1251643.6)"
"3166","3687","","4","17","8","1","1","1","2","VBZ Giblenstrasse","0","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2679051.2 1251601.5)"
"3167","3688","","4","17","1","1","1","1","2","Parkanlage Regensdorferstrasse","0","0","Zuerikuebel","andere","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2679112 1251494)"
"3168","3689","","4","17","9","1","1","1","2","Wildenweg","0","0","Zuerikuebel","andere","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L70","POINT (2679349.5 1251469.5)"
